"codigo_municipio";"nome_municipio";"sigla_uf"
"767";"QUITERIANOPOLIS";"CE"
"768";"QUIXADA";"CE"
"769";"QUIXELO";"CE"
"770";"QUIXERAMOBIM";"CE"
"771";"QUIXERE";"CE"
"772";"REDENCAO";"CE"
"773";"RERIUTABA";"CE"
"774";"RUSSAS";"CE"
"775";"SABOEIRO";"CE"
"776";"SALITRE";"CE"
"777";"SANTA QUITERIA";"CE"
"778";"SANTANA DO ACARAU";"CE"
"779";"SANTANA DO CARIRI";"CE"
"780";"SAO BENEDITO";"CE"
"781";"SAO GONCALO DO AMARANTE";"CE"
"782";"SAO JOAO DO JAGUARIBE";"CE"
"783";"SAO LUIS DO CURU";"CE"
"784";"SENADOR POMPEU";"CE"
"785";"SENADOR SA";"CE"
"786";"SOBRAL";"CE"
"787";"SOLONOPOLE";"CE"
"788";"TABULEIRO DO NORTE";"CE"
"789";"TAMBORIL";"CE"
"790";"TARRAFAS";"CE"
"791";"TAUA";"CE"
"792";"TEJUCUOCA";"CE"
"793";"TIANGUA";"CE"
"794";"TRAIRI";"CE"
"795";"TURURU";"CE"
"796";"UBAJARA";"CE"
"797";"UMARI";"CE"
"798";"UMIRIM";"CE"
"799";"URUBURETAMA";"CE"
"800";"URUOCA";"CE"
"801";"VARJOTA";"CE"
"802";"VARZEA ALEGRE";"CE"
"803";"VICOSA DO CEARA";"CE"
"804";"BRASILIA";"DF"
"805";"AFONSO CLAUDIO";"ES"
"806";"AGUA DOCE DO NORTE";"ES"
"807";"AGUIA BRANCA";"ES"
"808";"ALEGRE";"ES"
"809";"ALFREDO CHAVES";"ES"
"810";"ALTO RIO NOVO";"ES"
"811";"ANCHIETA";"ES"
"812";"APIACA";"ES"
"813";"ARACRUZ";"ES"
"814";"ATILIO VIVACQUA";"ES"
"815";"BAIXO GUANDU";"ES"
"816";"BARRA DE SAO FRANCISCO";"ES"
"817";"BOA ESPERANCA";"ES"
"818";"BOM JESUS DO NORTE";"ES"
"819";"BREJETUBA";"ES"
"820";"CACHOEIRO DE ITAPEMIRIM";"ES"
"821";"CARIACICA";"ES"
"822";"CASTELO";"ES"
"823";"COLATINA";"ES"
"824";"CONCEICAO DA BARRA";"ES"
"825";"CONCEICAO DO CASTELO";"ES"
"826";"DIVINO DE SAO LOURENCO";"ES"
"827";"DOMINGOS MARTINS";"ES"
"828";"DORES DO RIO PRETO";"ES"
"829";"ECOPORANGA";"ES"
"830";"FUNDAO";"ES"
"831";"GOVERNADOR LINDENBERG";"ES"
"832";"GUACUI";"ES"
"833";"GUARAPARI";"ES"
"834";"IBATIBA";"ES"
"835";"IBIRACU";"ES"
"836";"IBITIRAMA";"ES"
"837";"ICONHA";"ES"
"838";"IRUPI";"ES"
"839";"ITAGUACU";"ES"
"840";"ITAPEMIRIM";"ES"
"841";"ITARANA";"ES"
"842";"IUNA";"ES"
"843";"JAGUARE";"ES"
"844";"JERONIMO MONTEIRO";"ES"
"845";"JOAO NEIVA";"ES"
"846";"LARANJA DA TERRA";"ES"
"847";"LINHARES";"ES"
"848";"MANTENOPOLIS";"ES"
"849";"MARATAIZES";"ES"
"850";"MARECHAL FLORIANO";"ES"
"851";"MARILANDIA";"ES"
"852";"MIMOSO DO SUL";"ES"
"853";"MONTANHA";"ES"
"854";"MUCURICI";"ES"
"855";"MUNIZ FREIRE";"ES"
"856";"MUQUI";"ES"
"857";"NOVA VENECIA";"ES"
"858";"PANCAS";"ES"
"859";"PEDRO CANARIO";"ES"
"860";"PINHEIROS";"ES"
"861";"PIUMA";"ES"
"862";"PONTO BELO";"ES"
"863";"PRESIDENTE KENNEDY";"ES"
"864";"RIO BANANAL";"ES"
"865";"RIO NOVO DO SUL";"ES"
"866";"SANTA LEOPOLDINA";"ES"
"867";"SANTA MARIA DE JETIBA";"ES"
"868";"SANTA TERESA";"ES"
"869";"SAO DOMINGOS DO NORTE";"ES"
"870";"SAO GABRIEL DA PALHA";"ES"
"871";"SAO JOSE DO CALCADO";"ES"
"872";"SAO MATEUS";"ES"
"873";"SAO ROQUE DO CANAA";"ES"
"874";"SERRA";"ES"
"875";"SOORETAMA";"ES"
"876";"VARGEM ALTA";"ES"
"877";"VENDA NOVA DO IMIGRANTE";"ES"
"878";"VIANA";"ES"
"879";"VILA PAVAO";"ES"
"880";"VILA VALERIO";"ES"
"881";"VILA VELHA";"ES"
"882";"VITORIA";"ES"
"883";"ABADIA DE GOIAS";"GO"
"884";"ABADIANIA";"GO"
"885";"ACREUNA";"GO"
"886";"ADELANDIA";"GO"
"887";"AGUA FRIA DE GOIAS";"GO"
"888";"AGUA LIMPA";"GO"
"889";"AGUAS LINDAS DE GOIAS";"GO"
"890";"ALEXANIA";"GO"
"891";"ALOANDIA";"GO"
"892";"ALTO HORIZONTE";"GO"
"893";"ALTO PARAISO DE GOIAS";"GO"
"894";"ALVORADA DO NORTE";"GO"
"895";"AMARALINA";"GO"
"896";"AMERICANO DO BRASIL";"GO"
"897";"AMORINOPOLIS";"GO"
"898";"ANAPOLIS";"GO"
"899";"ANHANGUERA";"GO"
"900";"ANICUNS";"GO"
"901";"APARECIDA DE GOIANIA";"GO"
"902";"APARECIDA DO RIO DOCE";"GO"
"903";"APORE";"GO"
"904";"ARACU";"GO"
"905";"ARAGARCAS";"GO"
"906";"ARAGOIANIA";"GO"
"907";"ARAGUAPAZ";"GO"
"908";"ARENOPOLIS";"GO"
"909";"ARUANA";"GO"
"910";"AURILANDIA";"GO"
"911";"AVELINOPOLIS";"GO"
"912";"BALIZA";"GO"
"913";"BARRO ALTO";"GO"
"914";"BELA VISTA DE GOIAS";"GO"
"915";"BOM JARDIM DE GOIAS";"GO"
"916";"BOM JESUS DE GOIAS";"GO"
"917";"BONFINOPOLIS";"GO"
"918";"BONOPOLIS";"GO"
"919";"BRAZABRANTES";"GO"
"920";"BRITANIA";"GO"
"921";"BURITI ALEGRE";"GO"
"922";"BURITI DE GOIAS";"GO"
"923";"BURITINOPOLIS";"GO"
"924";"CABECEIRAS";"GO"
"925";"CACHOEIRA ALTA";"GO"
"926";"CACHOEIRA DE GOIAS";"GO"
"927";"CACHOEIRA DOURADA";"GO"
"928";"CACU";"GO"
"929";"CAIAPONIA";"GO"
"930";"CALDAS NOVAS";"GO"
"931";"CALDAZINHA";"GO"
"932";"CAMPESTRE DE GOIAS";"GO"
"933";"CAMPINACU";"GO"
"934";"CAMPINORTE";"GO"
"935";"CAMPO ALEGRE DE GOIAS";"GO"
"936";"CAMPO LIMPO DE GOIAS";"GO"
"937";"CAMPOS BELOS";"GO"
"938";"CAMPOS VERDES";"GO"
"939";"CARMO DO RIO VERDE";"GO"
"940";"CASTELANDIA";"GO"
"941";"CATALAO";"GO"
"942";"CATURAI";"GO"
"943";"CAVALCANTE";"GO"
"944";"CERES";"GO"
"945";"CEZARINA";"GO"
"946";"CHAPADAO DO CEU";"GO"
"947";"CIDADE OCIDENTAL";"GO"
"948";"COCALZINHO DE GOIAS";"GO"
"949";"COLINAS DO SUL";"GO"
"950";"CORREGO DO OURO";"GO"
"951";"CORUMBA DE GOIAS";"GO"
"952";"CORUMBAIBA";"GO"
"953";"CRISTALINA";"GO"
"954";"CRISTIANOPOLIS";"GO"
"955";"CRIXAS";"GO"
"956";"CROMINIA";"GO"
"957";"CUMARI";"GO"
"958";"DAMIANOPOLIS";"GO"
"959";"DAMOLANDIA";"GO"
"960";"DAVINOPOLIS";"GO"
"961";"DIORAMA";"GO"
"962";"DIVINOPOLIS DE GOIAS";"GO"
"963";"DOVERLANDIA";"GO"
"964";"EDEALINA";"GO"
"965";"EDEIA";"GO"
"966";"ESTRELA DO NORTE";"GO"
"967";"FAINA";"GO"
"968";"FAZENDA NOVA";"GO"
"969";"FIRMINOPOLIS";"GO"
"970";"FLORES DE GOIAS";"GO"
"971";"FORMOSA";"GO"
"972";"FORMOSO";"GO"
"973";"GAMELEIRA DE GOIAS";"GO"
"974";"GOIANAPOLIS";"GO"
"975";"GOIANDIRA";"GO"
"976";"GOIANESIA";"GO"
"977";"GOIANIA";"GO"
"978";"GOIANIRA";"GO"
"979";"GOIAS";"GO"
"980";"GOIATUBA";"GO"
"981";"GOUVELANDIA";"GO"
"982";"GUAPO";"GO"
"983";"GUARAITA";"GO"
"984";"GUARANI DE GOIAS";"GO"
"985";"GUARINOS";"GO"
"986";"HEITORAI";"GO"
"987";"HIDROLANDIA";"GO"
"988";"HIDROLINA";"GO"
"989";"IACIARA";"GO"
"990";"INACIOLANDIA";"GO"
"991";"INDIARA";"GO"
"992";"INHUMAS";"GO"
"993";"IPAMERI";"GO"
"994";"IPIRANGA DE GOIAS";"GO"
"995";"IPORA";"GO"
"996";"ISRAELANDIA";"GO"
"997";"ITABERAI";"GO"
"998";"ITAGUARI";"GO"
"999";"ITAGUARU";"GO"
"1000";"ITAJA";"GO"
"1001";"ITAPACI";"GO"
"1002";"ITAPIRAPUA";"GO"
"1003";"ITAPURANGA";"GO"
"1004";"ITARUMA";"GO"
"1005";"ITAUCU";"GO"
"1006";"ITUMBIARA";"GO"
"1007";"IVOLANDIA";"GO"
"1008";"JANDAIA";"GO"
"1009";"JARAGUA";"GO"
"1010";"JATAI";"GO"
"1011";"JAUPACI";"GO"
"1012";"JESUPOLIS";"GO"
"1013";"JOVIANIA";"GO"
"1014";"JUSSARA";"GO"
"1015";"LAGOA SANTA";"GO"
"1016";"LEOPOLDO DE BULHOES";"GO"
"1017";"LUZIANIA";"GO"
"1018";"MAIRIPOTABA";"GO"
"1019";"MAMBAI";"GO"
"1020";"MARA ROSA";"GO"
"1021";"MARZAGAO";"GO"
"1022";"MATRINCHA";"GO"
"1023";"MAURILANDIA";"GO"
"1024";"MIMOSO DE GOIAS";"GO"
"1025";"MINACU";"GO"
"1026";"MINEIROS";"GO"
"1027";"MOIPORA";"GO"
"1028";"MONTE ALEGRE DE GOIAS";"GO"
"1029";"MONTES CLAROS DE GOIAS";"GO"
"1030";"MONTIVIDIU";"GO"
"1031";"MONTIVIDIU DO NORTE";"GO"
"1032";"MORRINHOS";"GO"
"1033";"MORRO AGUDO DE GOIAS";"GO"
"1034";"MOSSAMEDES";"GO"
"1035";"MOZARLANDIA";"GO"
"1036";"MUNDO NOVO";"GO"
"1037";"MUTUNOPOLIS";"GO"
"1038";"NAZARIO";"GO"
"1039";"NEROPOLIS";"GO"
"1040";"NIQUELANDIA";"GO"
"1041";"NOVA AMERICA";"GO"
"1042";"NOVA AURORA";"GO"
"1043";"NOVA CRIXAS";"GO"
"1044";"NOVA GLORIA";"GO"
"1045";"NOVA IGUACU DE GOIAS";"GO"
"1046";"NOVA ROMA";"GO"
"1047";"NOVA VENEZA";"GO"
"1048";"NOVO BRASIL";"GO"
"1049";"NOVO GAMA";"GO"
"1050";"NOVO PLANALTO";"GO"
"1051";"ORIZONA";"GO"
"1052";"OURO VERDE DE GOIAS";"GO"
"1053";"OUVIDOR";"GO"
"1054";"PADRE BERNARDO";"GO"
"1055";"PALESTINA DE GOIAS";"GO"
"1056";"PALMEIRAS DE GOIAS";"GO"
"1057";"PALMELO";"GO"
"1058";"PALMINOPOLIS";"GO"
"1059";"PANAMA";"GO"
"1060";"PARANAIGUARA";"GO"
"1061";"PARAUNA";"GO"
"1062";"PEROLANDIA";"GO"
"1063";"PETROLINA DE GOIAS";"GO"
"1064";"PILAR DE GOIAS";"GO"
"1065";"PIRACANJUBA";"GO"
"1066";"PIRANHAS";"GO"
"1067";"PIRENOPOLIS";"GO"
"1068";"PIRES DO RIO";"GO"
"1069";"PLANALTINA";"GO"
"1070";"PONTALINA";"GO"
"1071";"PORANGATU";"GO"
"1072";"PORTEIRAO";"GO"
"1073";"PORTELANDIA";"GO"
"1074";"POSSE";"GO"
"1075";"PROFESSOR JAMIL";"GO"
"1076";"QUIRINOPOLIS";"GO"
"1077";"RIALMA";"GO"
"1078";"RIANAPOLIS";"GO"
"1079";"RIO QUENTE";"GO"
"1080";"RIO VERDE";"GO"
"1081";"RUBIATABA";"GO"
"1082";"SANCLERLANDIA";"GO"
"1083";"SANTA BARBARA DE GOIAS";"GO"
"1084";"SANTA CRUZ DE GOIAS";"GO"
"1085";"SANTA FE DE GOIAS";"GO"
"1086";"SANTA HELENA DE GOIAS";"GO"
"1087";"SANTA ISABEL";"GO"
"1088";"SANTA RITA DO ARAGUAIA";"GO"
"1089";"SANTA RITA DO NOVO DESTINO";"GO"
"1090";"SANTA ROSA DE GOIAS";"GO"
"1091";"SANTA TEREZA DE GOIAS";"GO"
"1092";"SANTA TEREZINHA DE GOIAS";"GO"
"1093";"SANTO ANTONIO DA BARRA";"GO"
"1094";"SANTO ANTONIO DE GOIAS";"GO"
"1095";"SANTO ANTONIO DO DESCOBERTO";"GO"
"1096";"SAO DOMINGOS";"GO"
"1097";"SAO FRANCISCO DE GOIAS";"GO"
"1098";"SAO JOAO D'ALIANCA";"GO"
"1099";"SAO JOAO DA PARAUNA";"GO"
"1100";"SAO LUIS DE MONTES BELOS";"GO"
"1101";"SAO LUIZ DO NORTE";"GO"
"1102";"SAO MIGUEL DO ARAGUAIA";"GO"
"1103";"SAO MIGUEL DO PASSA QUATRO";"GO"
"1104";"SAO PATRICIO";"GO"
"1105";"SAO SIMAO";"GO"
"1106";"SENADOR CANEDO";"GO"
"1107";"SERRANOPOLIS";"GO"
"1108";"SILVANIA";"GO"
"1109";"SIMOLANDIA";"GO"
"1110";"SITIO D'ABADIA";"GO"
"1111";"TAQUARAL DE GOIAS";"GO"
"1112";"TERESINA DE GOIAS";"GO"
"1113";"TEREZOPOLIS DE GOIAS";"GO"
"1114";"TRES RANCHOS";"GO"
"1115";"TRINDADE";"GO"
"1116";"TROMBAS";"GO"
"1117";"TURVANIA";"GO"
"1118";"TURVELANDIA";"GO"
"1119";"UIRAPURU";"GO"
"1120";"URUACU";"GO"
"1121";"URUANA";"GO"
"1122";"URUTAI";"GO"
"1123";"VALPARAISO DE GOIAS";"GO"
"1124";"VARJAO";"GO"
"1125";"VIANOPOLIS";"GO"
"1126";"VICENTINOPOLIS";"GO"
"1127";"VILA BOA";"GO"
"1128";"VILA PROPICIO";"GO"
"1129";"ACAILANDIA";"MA"
"1130";"AFONSO CUNHA";"MA"
"1131";"AGUA DOCE DO MARANHAO";"MA"
"1132";"ALCANTARA";"MA"
"1133";"ALDEIAS ALTAS";"MA"
"1134";"ALTAMIRA DO MARANHAO";"MA"
"1135";"ALTO ALEGRE DO MARANHAO";"MA"
"1136";"ALTO ALEGRE DO PINDARE";"MA"
"1137";"ALTO PARNAIBA";"MA"
"1138";"AMAPA DO MARANHAO";"MA"
"1139";"AMARANTE DO MARANHAO";"MA"
"1140";"ANAJATUBA";"MA"
"1141";"ANAPURUS";"MA"
"1142";"APICUM-ACU";"MA"
"1143";"ARAGUANA";"MA"
"1144";"ARAIOSES";"MA"
"1145";"ARAME";"MA"
"1146";"ARARI";"MA"
"1147";"AXIXA";"MA"
"1148";"BACABAL";"MA"
"1149";"BACABEIRA";"MA"
"1150";"BACURI";"MA"
"1151";"BACURITUBA";"MA"
"1152";"BALSAS";"MA"
"1153";"BARAO DE GRAJAU";"MA"
"1154";"BARRA DO CORDA";"MA"
"1155";"BARREIRINHAS";"MA"
"1156";"BELA VISTA DO MARANHAO";"MA"
"1157";"BELAGUA";"MA"
"1158";"BENEDITO LEITE";"MA"
"1159";"BEQUIMAO";"MA"
"1160";"BERNARDO DO MEARIM";"MA"
"1161";"BOA VISTA DO GURUPI";"MA"
"1162";"BOM JARDIM";"MA"
"1163";"BOM JESUS DAS SELVAS";"MA"
"1164";"BOM LUGAR";"MA"
"1165";"BREJO";"MA"
"1166";"BREJO DE AREIA";"MA"
"1167";"BURITI";"MA"
"1168";"BURITI BRAVO";"MA"
"1169";"BURITICUPU";"MA"
"1170";"BURITIRANA";"MA"
"1171";"CACHOEIRA GRANDE";"MA"
"1172";"CAJAPIO";"MA"
"1173";"CAJARI";"MA"
"1174";"CAMPESTRE DO MARANHAO";"MA"
"1175";"CANDIDO MENDES";"MA"
"1176";"CANTANHEDE";"MA"
"1177";"CAPINZAL DO NORTE";"MA"
"1178";"CAROLINA";"MA"
"1179";"CARUTAPERA";"MA"
"1180";"CAXIAS";"MA"
"1181";"CEDRAL";"MA"
"1182";"CENTRAL DO MARANHAO";"MA"
"1183";"CENTRO DO GUILHERME";"MA"
"1184";"CENTRO NOVO DO MARANHAO";"MA"
"1185";"CHAPADINHA";"MA"
"1186";"CIDELANDIA";"MA"
"1187";"CODO";"MA"
"1188";"COELHO NETO";"MA"
"1189";"COLINAS";"MA"
"1190";"CONCEICAO DO LAGO-ACU";"MA"
"1191";"COROATA";"MA"
"1192";"CURURUPU";"MA"
"1193";"DAVINOPOLIS";"MA"
"1194";"DOM PEDRO";"MA"
"1195";"DUQUE BACELAR";"MA"
"1196";"ESPERANTINOPOLIS";"MA"
"1197";"ESTREITO";"MA"
"1198";"FEIRA NOVA DO MARANHAO";"MA"
"1199";"FERNANDO FALCAO";"MA"
"1200";"FORMOSA DA SERRA NEGRA";"MA"
"1201";"FORTALEZA DOS NOGUEIRAS";"MA"
"1202";"FORTUNA";"MA"
"1203";"GODOFREDO VIANA";"MA"
"1204";"GONCALVES DIAS";"MA"
"1205";"GOVERNADOR ARCHER";"MA"
"1206";"GOVERNADOR EDISON LOBAO";"MA"
"1207";"GOVERNADOR EUGENIO BARROS";"MA"
"1208";"GOVERNADOR LUIZ ROCHA";"MA"
"1209";"GOVERNADOR NEWTON BELLO";"MA"
"1210";"GOVERNADOR NUNES FREIRE";"MA"
"1211";"GRACA ARANHA";"MA"
"1212";"GRAJAU";"MA"
"1213";"GUIMARAES";"MA"
"1214";"HUMBERTO DE CAMPOS";"MA"
"1215";"ICATU";"MA"
"1216";"IGARAPE DO MEIO";"MA"
"1217";"IGARAPE GRANDE";"MA"
"1218";"IMPERATRIZ";"MA"
"1219";"ITAIPAVA DO GRAJAU";"MA"
"1220";"ITAPECURU MIRIM";"MA"
"1221";"ITINGA DO MARANHAO";"MA"
"1222";"JATOBA";"MA"
"1223";"JENIPAPO DOS VIEIRAS";"MA"
"1224";"JOAO LISBOA";"MA"
"1225";"JOSELANDIA";"MA"
"1226";"JUNCO DO MARANHAO";"MA"
"1227";"LAGO DA PEDRA";"MA"
"1228";"LAGO DO JUNCO";"MA"
"1229";"LAGO DOS RODRIGUES";"MA"
"1230";"LAGO VERDE";"MA"
"1231";"LAGOA DO MATO";"MA"
"1232";"LAGOA GRANDE DO MARANHAO";"MA"
"1233";"LAJEADO NOVO";"MA"
"1234";"LIMA CAMPOS";"MA"
"1235";"LORETO";"MA"
"1236";"LUIS DOMINGUES";"MA"
"1237";"MAGALHAES DE ALMEIDA";"MA"
"1238";"MARACACUME";"MA"
"1239";"MARAJA DO SENA";"MA"
"1240";"MARANHAOZINHO";"MA"
"1241";"MATA ROMA";"MA"
"1242";"MATINHA";"MA"
"1243";"MATOES";"MA"
"1244";"MATOES DO NORTE";"MA"
"1245";"MILAGRES DO MARANHAO";"MA"
"1246";"MIRADOR";"MA"
"1247";"MIRANDA DO NORTE";"MA"
"1248";"MIRINZAL";"MA"
"1249";"MONCAO";"MA"
"1250";"MONTES ALTOS";"MA"
"1251";"MORROS";"MA"
"1252";"NINA RODRIGUES";"MA"
"1253";"NOVA COLINAS";"MA"
"1254";"NOVA IORQUE";"MA"
"1255";"NOVA OLINDA DO MARANHAO";"MA"
"1256";"OLHO D'AGUA DAS CUNHAS";"MA"
"1257";"OLINDA NOVA DO MARANHAO";"MA"
"1258";"PACO DO LUMIAR";"MA"
"1259";"PALMEIRANDIA";"MA"
"1260";"PARAIBANO";"MA"
"1261";"PARNARAMA";"MA"
"1262";"PASSAGEM FRANCA";"MA"
"1263";"PASTOS BONS";"MA"
"1264";"PAULINO NEVES";"MA"
"1265";"PAULO RAMOS";"MA"
"1266";"PEDREIRAS";"MA"
"1267";"PEDRO DO ROSARIO";"MA"
"1268";"PENALVA";"MA"
"1269";"PERI MIRIM";"MA"
"1270";"PERITORO";"MA"
"1271";"PINDARE-MIRIM";"MA"
"1272";"PINHEIRO";"MA"
"1273";"PIO XII";"MA"
"1274";"PIRAPEMAS";"MA"
"1275";"POCAO DE PEDRAS";"MA"
"1276";"PORTO FRANCO";"MA"
"1277";"PORTO RICO DO MARANHAO";"MA"
"1278";"PRESIDENTE DUTRA";"MA"
"1279";"PRESIDENTE JUSCELINO";"MA"
"1280";"PRESIDENTE MEDICI";"MA"
"1281";"PRESIDENTE SARNEY";"MA"
"1282";"PRESIDENTE VARGAS";"MA"
"1283";"PRIMEIRA CRUZ";"MA"
"1284";"RAPOSA";"MA"
"1285";"RIACHAO";"MA"
"1286";"RIBAMAR FIQUENE";"MA"
"1287";"ROSARIO";"MA"
"1288";"SAMBAIBA";"MA"
"1289";"SANTA FILOMENA DO MARANHAO";"MA"
"1290";"SANTA HELENA";"MA"
"1291";"SANTA INES";"MA"
"1292";"SANTA LUZIA";"MA"
"1293";"SANTA LUZIA DO PARUA";"MA"
"1294";"SANTA QUITERIA DO MARANHAO";"MA"
"1295";"SANTA RITA";"MA"
"1296";"SANTANA DO MARANHAO";"MA"
"1297";"SANTO AMARO DO MARANHAO";"MA"
"1298";"SANTO ANTONIO DOS LOPES";"MA"
"1299";"SAO BENEDITO DO RIO PRETO";"MA"
"1300";"SAO BENTO";"MA"
"1301";"SAO BERNARDO";"MA"
"1302";"SAO DOMINGOS DO AZEITAO";"MA"
"1303";"SAO DOMINGOS DO MARANHAO";"MA"
"1304";"SAO FELIX DE BALSAS";"MA"
"1305";"SAO FRANCISCO DO BREJAO";"MA"
"1306";"SAO FRANCISCO DO MARANHAO";"MA"
"1307";"SAO JOAO BATISTA";"MA"
"1308";"SAO JOAO DO CARU";"MA"
"1309";"SAO JOAO DO PARAISO";"MA"
"1310";"SAO JOAO DO SOTER";"MA"
"1311";"SAO JOAO DOS PATOS";"MA"
"1312";"SAO JOSE DE RIBAMAR";"MA"
"1313";"SAO JOSE DOS BASILIOS";"MA"
"1314";"SAO LUIS";"MA"
"1315";"SAO LUIS GONZAGA DO MARANHAO";"MA"
"1316";"SAO MATEUS DO MARANHAO";"MA"
"1317";"SAO PEDRO DA AGUA BRANCA";"MA"
"1318";"SAO PEDRO DOS CRENTES";"MA"
"1319";"SAO RAIMUNDO DAS MANGABEIRAS";"MA"
"1320";"SAO RAIMUNDO DO DOCA BEZERRA";"MA"
"1321";"SAO ROBERTO";"MA"
"1322";"SAO VICENTE FERRER";"MA"
"1323";"SATUBINHA";"MA"
"1324";"SENADOR ALEXANDRE COSTA";"MA"
"1325";"SENADOR LA ROCQUE";"MA"
"1326";"SERRANO DO MARANHAO";"MA"
"1327";"SITIO NOVO";"MA"
"1328";"SUCUPIRA DO NORTE";"MA"
"1329";"SUCUPIRA DO RIACHAO";"MA"
"1330";"TASSO FRAGOSO";"MA"
"1331";"TIMBIRAS";"MA"
"1332";"TIMON";"MA"
"1333";"TRIZIDELA DO VALE";"MA"
"1334";"TUFILANDIA";"MA"
"1335";"TUNTUM";"MA"
"1336";"TURIACU";"MA"
"1337";"TURILANDIA";"MA"
"1338";"TUTOIA";"MA"
"1339";"URBANO SANTOS";"MA"
"1340";"VARGEM GRANDE";"MA"
"1341";"VIANA";"MA"
"1342";"VILA NOVA DOS MARTIRIOS";"MA"
"1343";"VITORIA DO MEARIM";"MA"
"1344";"VITORINO FREIRE";"MA"
"1345";"ZE DOCA";"MA"
"1346";"ABADIA DOS DOURADOS";"MG"
"1347";"ABAETE";"MG"
"1348";"ABRE CAMPO";"MG"
"1349";"ACAIACA";"MG"
"1350";"ACUCENA";"MG"
"1351";"AGUA BOA";"MG"
"1352";"AGUA COMPRIDA";"MG"
"1353";"AGUANIL";"MG"
"1354";"AGUAS FORMOSAS";"MG"
"1355";"AGUAS VERMELHAS";"MG"
"1356";"AIMORES";"MG"
"1357";"AIURUOCA";"MG"
"1358";"ALAGOA";"MG"
"1359";"ALBERTINA";"MG"
"1360";"ALEM PARAIBA";"MG"
"1361";"ALFENAS";"MG"
"1362";"ALFREDO VASCONCELOS";"MG"
"1363";"ALMENARA";"MG"
"1364";"ALPERCATA";"MG"
"1365";"ALPINOPOLIS";"MG"
"1366";"ALTEROSA";"MG"
"1367";"ALTO CAPARAO";"MG"
"1368";"ALTO JEQUITIBA";"MG"
"1369";"ALTO RIO DOCE";"MG"
"1370";"ALVARENGA";"MG"
"1371";"ALVINOPOLIS";"MG"
"1372";"ALVORADA DE MINAS";"MG"
"1373";"AMPARO DO SERRA";"MG"
"1374";"ANDRADAS";"MG"
"1375";"ANDRELANDIA";"MG"
"1376";"ANGELANDIA";"MG"
"1377";"ANTONIO CARLOS";"MG"
"1378";"ANTONIO DIAS";"MG"
"1379";"ANTONIO PRADO DE MINAS";"MG"
"1380";"ARACAI";"MG"
"1381";"ARACITABA";"MG"
"1382";"ARACUAI";"MG"
"1383";"ARAGUARI";"MG"
"1384";"ARANTINA";"MG"
"1385";"ARAPONGA";"MG"
"1386";"ARAPORA";"MG"
"1387";"ARAPUA";"MG"
"1388";"ARAUJOS";"MG"
"1389";"ARAXA";"MG"
"1390";"ARCEBURGO";"MG"
"1391";"ARCOS";"MG"
"1392";"AREADO";"MG"
"1393";"ARGIRITA";"MG"
"1394";"ARICANDUVA";"MG"
"1395";"ARINOS";"MG"
"1396";"ASTOLFO DUTRA";"MG"
"1397";"ATALEIA";"MG"
"1398";"AUGUSTO DE LIMA";"MG"
"1399";"BAEPENDI";"MG"
"1400";"BALDIM";"MG"
"1401";"BAMBUI";"MG"
"1402";"BANDEIRA";"MG"
"1403";"BANDEIRA DO SUL";"MG"
"1404";"BARAO DE COCAIS";"MG"
"1405";"BARAO DE MONTE ALTO";"MG"
"1406";"BARBACENA";"MG"
"1407";"BARRA LONGA";"MG"
"1408";"BARROSO";"MG"
"1409";"BELA VISTA DE MINAS";"MG"
"1410";"BELMIRO BRAGA";"MG"
"1411";"BELO HORIZONTE";"MG"
"1412";"BELO ORIENTE";"MG"
"1413";"BELO VALE";"MG"
"1414";"BERILO";"MG"
"1415";"BERIZAL";"MG"
"1416";"BERTOPOLIS";"MG"
"1417";"BETIM";"MG"
"1418";"BIAS FORTES";"MG"
"1419";"BICAS";"MG"
"1420";"BIQUINHAS";"MG"
"1421";"BOA ESPERANCA";"MG"
"1422";"BOCAINA DE MINAS";"MG"
"1423";"BOCAIUVA";"MG"
"1424";"BOM DESPACHO";"MG"
"1425";"BOM JARDIM DE MINAS";"MG"
"1426";"BOM JESUS DA PENHA";"MG"
"1427";"BOM JESUS DO AMPARO";"MG"
"1428";"BOM JESUS DO GALHO";"MG"
"1429";"BOM REPOUSO";"MG"
"1430";"BOM SUCESSO";"MG"
"1431";"BONFIM";"MG"
"1432";"BONFINOPOLIS DE MINAS";"MG"
"1433";"BONITO DE MINAS";"MG"
"1434";"BORDA DA MATA";"MG"
"1435";"BOTELHOS";"MG"
"1436";"BOTUMIRIM";"MG"
"1437";"BRAS PIRES";"MG"
"1438";"BRASILANDIA DE MINAS";"MG"
"1439";"BRASILIA DE MINAS";"MG"
"1440";"BRASOPOLIS";"MG"
"1441";"BRAUNAS";"MG"
"1442";"BRUMADINHO";"MG"
"1443";"BUENO BRANDAO";"MG"
"1444";"BUENOPOLIS";"MG"
"1445";"BUGRE";"MG"
"1446";"BURITIS";"MG"
"1447";"BURITIZEIRO";"MG"
"1448";"CABECEIRA GRANDE";"MG"
"1449";"CABO VERDE";"MG"
"1450";"CACHOEIRA DA PRATA";"MG"
"1451";"CACHOEIRA DE MINAS";"MG"
"1452";"CACHOEIRA DE PAJEU";"MG"
"1453";"CACHOEIRA DOURADA";"MG"
"1454";"CAETANOPOLIS";"MG"
